Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
the lion king,0.8214285714285716,0.7129629629629629,G,roger allers,"Irene Mecchi, Jonathan Roberts, Linda Woolverton",0.15498154981549817,"irene mecchi, jonathan roberts, linda woolverton","['irene mecchi', 'jonathan roberts', 'linda woolverton']","['irene mecchi', 'jonathan roberts', 'linda woolverton']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cars,0.5892857142857144,0.8240740740740741,G,john lasseter,"John Lasseter, Joe Ranft, Jorgen Klubien",0.25830258302583026,"john lasseter, joe ranft, jorgen klubien","['john lasseter', 'joe ranft', 'jorgen klubien']","['john lasseter', 'joe ranft', 'jorgen klubien']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrek,0.7142857142857144,0.7777777777777778,PG,andrew adamson,"William Steig, Ted Elliott, Terry Rossio",0.16236162361623618,"william steig, ted elliott, terry rossio","['william steig', 'ted elliott', 'terry rossio']","['william steig', 'ted elliott', 'terry rossio']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spirited away,0.8392857142857144,0.7777777777777778,PG,hayao miyazaki,Hayao Miyazaki,0.2915129151291513,hayao miyazaki,['hayao miyazaki'],['hayao miyazaki'],['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moana ,0.5714285714285715,0.9907407407407407,R,david g. derrick jr.,"Gil Kenan, Jason Reitman, Ivan Reitman",0.25940959409594094,"gil kenan, jason reitman, ivan reitman","['gil kenan', 'jason reitman', 'ivan reitman']","['gil kenan', 'jason reitman', 'ivan reitman']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the super mario bros. movie,0.5535714285714287,0.9814814814814814,PG,aaron horvath,"Aaron Horvath, Michael Jelenic, Pierre Leduc",0.1697416974169742,"aaron horvath, michael jelenic, pierre leduc","['aaron horvath', 'michael jelenic', 'pierre leduc']","['aaron horvath', 'michael jelenic', 'pierre leduc']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the lord of the rings: the war of the rohirrim,0.5714285714285715,0.9907407407407407,R,kenji kamiyama,"Jeffrey Addiss, Phoebe Gittins, Will Matthews",0.25940959409594094,"jeffrey addiss, phoebe gittins, will matthews","['jeffrey addiss', 'phoebe gittins', 'will matthews']","['jeffrey addiss', 'phoebe gittins', 'will matthews']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despicable me ,0.5714285714285715,0.9907407407407407,PG,chris renaud,"Steve Carell, Kristen Wiig, Joey King",0.18081180811808117,"steve carell, kristen wiig, joey king","['steve carell', 'kristen wiig', 'joey king']","['steve carell', 'kristen wiig', 'joey king']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
migration,0.5000000000000001,0.9814814814814814,PG,benjamin renner,"Mike White, Benjamin Renner, Ken Daurio",0.13653136531365315,"mike white, benjamin renner, ken daurio","['mike white', 'benjamin renner', 'ken daurio']","['mike white', 'benjamin renner', 'ken daurio']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider-man: across the spider-verse,0.8392857142857144,0.9814814814814814,PG,joaquim dos santos,"Shameik Moore, Hailee Steinfeld, Brian Tyree Henry",0.34686346863468637,"shameik moore, hailee steinfeld, brian tyree henry","['shameik moore', 'hailee steinfeld', 'brian tyree henry']","['shameik moore', 'hailee steinfeld', 'brian tyree henry']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside out,0.75,0.9074074074074074,PG,pete docter,"Pete Docter, Ronnie Del Carmen, Meg Le, Fauve",0.18081180811808117,"pete docter, ronnie del carmen, meg le, fauve","['pete docter', 'ronnie del carmen', 'meg le', 'fauve']","['pete docter', 'ronnie del carmen', 'meg le', 'fauve']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wish,0.3035714285714286,0.9814814814814814,PG,chris buck,"Jennifer Lee, Allison Moore, Chris Buck",0.18081180811808117,"jennifer lee, allison moore, chris buck","['jennifer lee', 'allison moore', 'chris buck']","['jennifer lee', 'allison moore', 'chris buck']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kung fu panda ,0.42857142857142866,0.9907407407407407,PG,mike mitchell,"Jonathan Aibel, Glenn Berger, Darren Lemke",0.1771217712177122,"jonathan aibel, glenn berger, darren lemke","['jonathan aibel', 'glenn berger', 'darren lemke']","['jonathan aibel', 'glenn berger', 'darren lemke']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside out ,0.5714285714285715,0.9907407407407407,PG,kelsey mann,"Amy Poehler, Phyllis Smith, Lewis Black",0.19926199261992622,"amy poehler, phyllis smith, lewis black","['amy poehler', 'phyllis smith', 'lewis black']","['amy poehler', 'phyllis smith', 'lewis black']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thelma the unicorn,0.33928571428571436,0.9907407407407407,PG,jared hess,"Brittany Howard, Will Forte, Jon Heder",0.17343173431734318,"brittany howard, will forte, jon heder","['brittany howard', 'will forte', 'jon heder']","['brittany howard', 'will forte', 'jon heder']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the garfield movie,0.3571428571428573,0.9907407407407407,PG,mark dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds",0.20295202952029523,"paul a. kaplan, mark torgove, david reynolds","['paul a. kaplan', 'mark torgove', 'david reynolds']","['paul a. kaplan', 'mark torgove', 'david reynolds']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
if,0.5000000000000001,0.9907407407407407,PG,john krasinski,"Cailey Fleming, Ryan Reynolds, John Krasinski",0.21402214022140223,"cailey fleming, ryan reynolds, john krasinski","['cailey fleming', 'ryan reynolds', 'john krasinski']","['cailey fleming', 'ryan reynolds', 'john krasinski']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxi driver,0.7678571428571429,0.5462962962962963,R,martin scorsese,"Robert De Niro,Jodie Foster,Cybill Shepherd",0.25092250922509224,"robert de niro,jodie foster,cybill shepherd","['robert de niro,jodie foster,cybill shepherd']","['robert de niro,jodie foster,cybill shepherd']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kill bill: vol. ,0.7678571428571429,0.7962962962962963,R,quentin tarantino,"Quentin Tarantino ,Uma Thurman",0.23985239852398527,"quentin tarantino ,uma thurman","['quentin tarantino ,uma thurman']","['quentin tarantino ,uma thurman']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we're the millers,0.5535714285714287,0.8888888888888888,R,rawson marshall thurber,"Bob Fisher, Steve , Faber, Sean Anders",0.23616236162361626,"bob fisher, steve , faber, sean anders","['bob fisher', 'steve ', 'faber', 'sean anders']","['bob fisher', 'steve', 'faber', 'sean anders']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 angry men,0.9107142857142858,0.3703703703703703,Approved,sidney lumet,Reginald Rose,0.18450184501845018,reginald rose,['reginald rose'],['reginald rose'],['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joker,0.8035714285714288,0.9444444444444444,R,todd phillips,"Todd Phillips, Scott Silver, Bob Kane",0.2804428044280443,"todd phillips, scott silver, bob kane","['todd phillips', 'scott silver', 'bob kane']","['todd phillips', 'scott silver', 'bob kane']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sicario,0.6785714285714287,0.9074074074074074,R,denis villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro",0.2767527675276753,"emily blunt, josh brolin, benicio del toro","['emily blunt', 'josh brolin', 'benicio del toro']","['emily blunt', 'josh brolin', 'benicio del toro']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baby driver,0.642857142857143,0.9259259259259259,R,edgar wright,"Ansel Elgort, Jon Bernthal, Jon Hamm",0.24723247232472326,"ansel elgort, jon bernthal, jon hamm","['ansel elgort', 'jon bernthal', 'jon hamm']","['ansel elgort', 'jon bernthal', 'jon hamm']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the crow,0.642857142857143,0.7129629629629629,R,alex proyas,"Brandon Lee, Michael Wincott, Rochelle Davis",0.2066420664206642,"brandon lee, michael wincott, rochelle davis","['brandon lee', 'michael wincott', 'rochelle davis']","['brandon lee', 'michael wincott', 'rochelle davis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
léon: the professional,0.8214285714285716,0.7129629629629629,R,luc besson,"Jean Reno, Gary Oldman, Natalie Portman",0.23616236162361626,"jean reno, gary oldman, natalie portman","['jean reno', 'gary oldman', 'natalie portman']","['jean reno', 'gary oldman', 'natalie portman']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in the land of saints and sinners,0.42857142857142866,0.9814814814814814,R,robert lorenz,"Kerry Condon, Desmond Eastwood, Conor Mac, Neill",0.22140221402214022,"kerry condon, desmond eastwood, conor mac, neill","['kerry condon', 'desmond eastwood', 'conor mac', 'neill']","['kerry condon', 'desmond eastwood', 'conor mac', 'neill']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the equalizer,0.5892857142857144,0.8981481481481481,R,antoine fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",0.31734317343173435,"denzel washington, marton csokas, chloë grace moretz","['denzel washington', 'marton csokas', 'chloë grace moretz']","['denzel washington', 'marton csokas', 'chloë grace moretz']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the equalizer ,0.5178571428571429,0.9814814814814814,R,antoine fuqua,"Denzel Washington, Dakota Fanning, Eugenio Mastrandrea",0.23247232472324725,"denzel washington, dakota fanning, eugenio mastrandrea","['denzel washington', 'dakota fanning', 'eugenio mastrandrea']","['denzel washington', 'dakota fanning', 'eugenio mastrandrea']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wicked little letters,0.5535714285714287,0.9814814814814814,R,thea sharrock,"Jessie Buckley, Olivia Colman, Timothy Spall",0.19926199261992622,"jessie buckley, olivia colman, timothy spall","['jessie buckley', 'olivia colman', 'timothy spall']","['jessie buckley', 'olivia colman', 'timothy spall']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beverly hills cop,0.6250000000000002,0.6203703703703703,R,martin brest,Daniel Petrie Jr.Danilo Bach,0.21771217712177124,daniel petrie jr.danilo bach,['daniel petrie jr.danilo bach'],['daniel petrie jr.danilo bach'],['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the silence of the lambs,0.8392857142857144,0.6851851851851851,R,jonathan demme,"Jodie Foster, Anthony Hopkins, Scott Glenn",0.2656826568265683,"jodie foster, anthony hopkins, scott glenn","['jodie foster', 'anthony hopkins', 'scott glenn']","['jodie foster', 'anthony hopkins', 'scott glenn']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no country for old men,0.7678571428571429,0.8333333333333334,R,ethan coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin",0.2804428044280443,"tommy lee jones, javier bardem, josh brolin","['tommy lee jones', 'javier bardem', 'josh brolin']","['tommy lee jones', 'javier bardem', 'josh brolin']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seen,0.8392857142857144,0.7222222222222222,R,david fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey",0.2988929889298893,"morgan freeman, brad pitt, kevin spacey","['morgan freeman', 'brad pitt', 'kevin spacey']","['morgan freeman', 'brad pitt', 'kevin spacey']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the talented mr. ripley,0.6250000000000002,0.7592592592592593,R,anthony minghella,"Matt Damon, Gwyneth Paltrow, Jude Law",0.34317343173431736,"matt damon, gwyneth paltrow, jude law","['matt damon', 'gwyneth paltrow', 'jude law']","['matt damon', 'gwyneth paltrow', 'jude law']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the outsiders,0.5535714285714287,0.611111111111111,PG,francis ford coppola,"C. Thomas Howell, Matt Dillon, Ralph Macchio",0.1660516605166052,"c. thomas howell, matt dillon, ralph macchio","['c. thomas howell', 'matt dillon', 'ralph macchio']","['c. thomas howell', 'matt dillon', 'ralph macchio']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goodfellas,0.8571428571428572,0.6759259259259259,R,martin scorsese,"Nicholas Pileggi, Martin Scorsese",0.36531365313653136,"nicholas pileggi, martin scorsese","['nicholas pileggi', 'martin scorsese']","['nicholas pileggi', 'martin scorsese']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxxxine,0.5714285714285715,0.9907407407407407,R,ti west,Ti West,0.21033210332103322,ti west,['ti west'],['ti west'],['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the courier,0.3750000000000001,0.9907407407407407,R,daniel calparsoro,"Arón Piper, María Pedraza, Luis Tosar",0.25940959409594094,"arón piper, maría pedraza, luis tosar","['arón piper', 'maría pedraza', 'luis tosar']","['arón piper', 'maría pedraza', 'luis tosar']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
force of nature: the dry ,0.3750000000000001,0.9907407407407407,R,robert connolly,"Eric Bana, Anna Torv, Deborra-Lee Furness",0.2730627306273063,"eric bana, anna torv, deborra-lee furness","['eric bana', 'anna torv', 'deborra-lee furness']","['eric bana', 'anna torv', 'deborra-lee furness']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the crow,0.5714285714285715,0.9907407407407407,R,rupert sanders,"Bill Skarsgård, FKA twigs, Danny Huston",0.25940959409594094,"bill skarsgård, fka twigs, danny huston","['bill skarsgård', 'fka twigs', 'danny huston']","['bill skarsgård', 'fka twigs', 'danny huston']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the bikeriders,0.642857142857143,0.9814814814814814,R,jeff nichols,"Jodie Comer, Austin Butler, Tom Hardy",0.25830258302583026,"jodie comer, austin butler, tom hardy","['jodie comer', 'austin butler', 'tom hardy']","['jodie comer', 'austin butler', 'tom hardy']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the gentlemen,0.6964285714285715,0.9444444444444444,R,guy ritchie,"Guy Ritchie, Ivan Atkinson, Marn Davies",0.24723247232472326,"guy ritchie, ivan atkinson, marn davies","['guy ritchie', 'ivan atkinson', 'marn davies']","['guy ritchie', 'ivan atkinson', 'marn davies']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the judge,0.6250000000000002,0.8981481481481481,R,david dobkin,"Nick Schenk, Bill Dubuque, David Dobkin",0.3505535055350554,"nick schenk, bill dubuque, david dobkin","['nick schenk', 'bill dubuque', 'david dobkin']","['nick schenk', 'bill dubuque', 'david dobkin']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last stop in yuma county,0.5535714285714287,0.9814814814814814,R,francis galluppi,"Jim Cummings, Faizon Love, Jocelin Donahue",0.16236162361623618,"jim cummings, faizon love, jocelin donahue","['jim cummings', 'faizon love', 'jocelin donahue']","['jim cummings', 'faizon love', 'jocelin donahue']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beverly hills cop: axel f,0.5714285714285715,0.9907407407407407,R,mark molloy,"Will Beall, Tom Gormican, Kevin Etten",0.25461254612546125,"will beall, tom gormican, kevin etten","['will beall', 'tom gormican', 'kevin etten']","['will beall', 'tom gormican', 'kevin etten']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bad boys: ride or die,0.5714285714285715,0.9907407407407407,R,adil el arbi,"Will Smith, Martin Lawrence, Vanessa Hudgens",0.25940959409594094,"will smith, martin lawrence, vanessa hudgens","['will smith', 'martin lawrence', 'vanessa hudgens']","['will smith', 'martin lawrence', 'vanessa hudgens']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love lies bleeding,0.5000000000000001,0.9907407407407407,R,rose glass,"Anna Baryshnikov, Kristen Stewart, Dave Franco",0.21402214022140223,"anna baryshnikov, kristen stewart, dave franco","['anna baryshnikov', 'kristen stewart', 'dave franco']","['anna baryshnikov', 'kristen stewart', 'dave franco']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hit man,0.6250000000000002,0.9814814814814814,R,richard linklater,"Adria Arjona, Glen Powell, Retta",0.25461254612546125,"adria arjona, glen powell, retta","['adria arjona', 'glen powell', 'retta']","['adria arjona', 'glen powell', 'retta']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longlegs,0.5714285714285715,0.9907407407407407,R,oz perkins,"Nicolas Cage, Maika Monroe, Alicia Witt",0.20295202952029523,"nicolas cage, maika monroe, alicia witt","['nicolas cage', 'maika monroe', 'alicia witt']","['nicolas cage', 'maika monroe', 'alicia witt']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbia,0.5178571428571429,0.8333333333333334,PG-13,d.j. caruso,"Christopher Landon, Carl Ellsworth",0.21771217712177124,"christopher landon, carl ellsworth","['christopher landon', 'carl ellsworth']","['christopher landon', 'carl ellsworth']",['Crime'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a simple favor,0.5178571428571429,0.9351851851851851,R,paul feig,"Anna Kendrick, Blake Lively, Henry Golding",0.26199261992619927,"anna kendrick, blake lively, henry golding","['anna kendrick', 'blake lively', 'henry golding']","['anna kendrick', 'blake lively', 'henry golding']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emilia perez,0.5892857142857144,0.9907407407407407,R,jacques audiard,"Jacques Audiard, Thomas Bidegain, Nicolas Livecchi",0.25940959409594094,"jacques audiard, thomas bidegain, nicolas livecchi","['jacques audiard', 'thomas bidegain', 'nicolas livecchi']","['jacques audiard', 'thomas bidegain', 'nicolas livecchi']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boy kills world,0.4642857142857144,0.9814814814814814,R,moritz mohr,"Tyler Burton Smith, Arend Remmers, Moritz Mohr",0.23985239852398527,"tyler burton smith, arend remmers, moritz mohr","['tyler burton smith', 'arend remmers', 'moritz mohr']","['tyler burton smith', 'arend remmers', 'moritz mohr']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glass,0.4821428571428572,0.9444444444444444,PG-13,m. night shyamalan,M. Night Shyamalan,0.3062730627306273,m. night shyamalan,['m. night shyamalan'],['m. night shyamalan'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lisa frankenstein,0.3928571428571429,0.9907407407407407,PG-13,zelda williams,"Kathryn Newton, Liza Soberano, Jenna Davis",0.20295202952029523,"kathryn newton, liza soberano, jenna davis","['kathryn newton', 'liza soberano', 'jenna davis']","['kathryn newton', 'liza soberano', 'jenna davis']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it,0.6071428571428572,0.9259259259259259,R,andy muschietti,"Chase Palmer, Cary Joji Fukunaga, Gary Dauberman",0.3284132841328413,"chase palmer, cary joji fukunaga, gary dauberman","['chase palmer', 'cary joji fukunaga', 'gary dauberman']","['chase palmer', 'cary joji fukunaga', 'gary dauberman']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
smile,0.4642857142857144,0.9722222222222222,R,parker finn,"Sosie Bacon, Jessie T. Usher, Kyle Gallner",0.25461254612546125,"sosie bacon, jessie t. usher, kyle gallner","['sosie bacon', 'jessie t. usher', 'kyle gallner']","['sosie bacon', 'jessie t. usher', 'kyle gallner']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the dead don't die,0.2857142857142858,0.9444444444444444,R,jim jarmusch,"Bill Murray, Adam Driver, Tilda Swinton",0.21402214022140223,"bill murray, adam driver, tilda swinton","['bill murray', 'adam driver', 'tilda swinton']","['bill murray', 'adam driver', 'tilda swinton']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nosferatu,0.5714285714285715,0.9907407407407407,R,robert eggers,"Aaron Taylor-Johnson, Bill Skarsgård, Nicholas Hoult",0.25940959409594094,"aaron taylor-johnson, bill skarsgård, nicholas hoult","['aaron taylor-johnson', 'bill skarsgård', 'nicholas hoult']","['aaron taylor-johnson', 'bill skarsgård', 'nicholas hoult']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a serbian film,0.1964285714285715,0.861111111111111,NC-17,srdjan spasojevic,"Srdjan 'Zika' Todorovic, Sergej Trifunovic, Jelena Gavrilovic",0.21402214022140223,"srdjan 'zika' todorovic, sergej trifunovic, jelena gavrilovic","[""srdjan 'zika' todorovic"", 'sergej trifunovic', 'jelena gavrilovic']","[""srdjan 'zika' todorovic"", 'sergej trifunovic', 'jelena gavrilovic']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
