Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
nightwatch: demons are forever,0.3750000000000001,0.9814814814814814,Not Rated,ole bornedal,"Fanny Leander Bornedal, Nikolaj Coster-Waldau, Alex Høgh Andersen",0.23616236162361626,"fanny leander bornedal, nikolaj coster-waldau, alex høgh andersen","['fanny leander bornedal', 'nikolaj coster-waldau', 'alex høgh andersen']","['fanny leander bornedal', 'nikolaj coster-waldau', 'alex høgh andersen']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
imaginary,0.14285714285714296,0.9907407407407407,PG-13,jeff wadlow,"De, Wanda Wise, Taegen Burns, Pyper Braun",0.21402214022140223,"de, wanda wise, taegen burns, pyper braun","['de', 'wanda wise', 'taegen burns', 'pyper braun']","['de', 'wanda wise', 'taegen burns', 'pyper braun']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the lighthouse,0.6250000000000002,0.9444444444444444,R,robert eggers,"Robert Pattinson, Willem Dafoe, Valeriia Karaman",0.23247232472324725,"robert pattinson, willem dafoe, valeriia karaman","['robert pattinson', 'willem dafoe', 'valeriia karaman']","['robert pattinson', 'willem dafoe', 'valeriia karaman']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the black phone,0.5357142857142859,0.962962962962963,R,scott derrickson,"Mason Thames, Madeleine Mc, Graw, Ethan Hawke",0.21033210332103322,"mason thames, madeleine mc, graw, ethan hawke","['mason thames', 'madeleine mc', 'graw', 'ethan hawke']","['mason thames', 'madeleine mc', 'graw', 'ethan hawke']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the witch,0.5535714285714287,0.9074074074074074,R,robert eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie",0.1697416974169742,"anya taylor-joy, ralph ineson, kate dickie","['anya taylor-joy', 'ralph ineson', 'kate dickie']","['anya taylor-joy', 'ralph ineson', 'kate dickie']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
get out,0.6964285714285715,0.9259259259259259,R,jordan peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford",0.21402214022140223,"daniel kaluuya, allison williams, bradley whitford","['daniel kaluuya', 'allison williams', 'bradley whitford']","['daniel kaluuya', 'allison williams', 'bradley whitford']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
smile,0.4642857142857144,0.9722222222222222,R,parker finn,"Sosie Bacon, Jessie T. Usher, Kyle Gallner",0.25461254612546125,"sosie bacon, jessie t. usher, kyle gallner","['sosie bacon', 'jessie t. usher', 'kyle gallner']","['sosie bacon', 'jessie t. usher', 'kyle gallner']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nosferatu,0.5357142857142859,0.9907407407407407,R,robert eggers,"Aaron Taylor-Johnson, Bill Skarsgård, Nicholas Hoult",0.25940959409594094,"aaron taylor-johnson, bill skarsgård, nicholas hoult","['aaron taylor-johnson', 'bill skarsgård', 'nicholas hoult']","['aaron taylor-johnson', 'bill skarsgård', 'nicholas hoult']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a serbian film,0.1964285714285715,0.861111111111111,NC-17,srdjan spasojevic,"Srdjan 'Zika' Todorovic, Sergej Trifunovic, Jelena Gavrilovic",0.21402214022140223,"srdjan 'zika' todorovic, sergej trifunovic, jelena gavrilovic","[""srdjan 'zika' todorovic"", 'sergej trifunovic', 'jelena gavrilovic']","[""srdjan 'zika' todorovic"", 'sergej trifunovic', 'jelena gavrilovic']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the prodigy,0.3571428571428573,0.9444444444444444,R,nicholas mccarthy,"Taylor Schilling, Jackson Robert Scott, Peter Mooney",0.1697416974169742,"taylor schilling, jackson robert scott, peter mooney","['taylor schilling', 'jackson robert scott', 'peter mooney']","['taylor schilling', 'jackson robert scott', 'peter mooney']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nope,0.5178571428571429,0.9722222222222222,R,jordan peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea",0.30996309963099633,"daniel kaluuya, keke palmer, brandon perea","['daniel kaluuya', 'keke palmer', 'brandon perea']","['daniel kaluuya', 'keke palmer', 'brandon perea']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
five nights at freddy's,0.2857142857142858,0.9814814814814814,PG-13,emma tammi,"Scott Cawthon, Seth Cuddeback, Emma Tammi",0.23247232472324725,"scott cawthon, seth cuddeback, emma tammi","['scott cawthon', 'seth cuddeback', 'emma tammi']","['scott cawthon', 'seth cuddeback', 'emma tammi']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
midsommar,0.5714285714285715,0.9444444444444444,R,ari aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren",0.3763837638376384,"florence pugh, jack reynor, vilhelm blomgren","['florence pugh', 'jack reynor', 'vilhelm blomgren']","['florence pugh', 'jack reynor', 'vilhelm blomgren']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the killing of a sacred deer,0.5535714285714287,0.9259259259259259,R,yorgos lanthimos,"Barry G. Bernson, Herb Caillouet, Bill Camp",0.2767527675276753,"barry g. bernson, herb caillouet, bill camp","['barry g. bernson', 'herb caillouet', 'bill camp']","['barry g. bernson', 'herb caillouet', 'bill camp']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hereditary,0.6071428571428572,0.9351851851851851,R,ari aster,"Toni Collette, Milly Shapiro, Gabriel Byrne",0.2988929889298893,"toni collette, milly shapiro, gabriel byrne","['toni collette', 'milly shapiro', 'gabriel byrne']","['toni collette', 'milly shapiro', 'gabriel byrne']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
exhuma,0.5535714285714287,0.9907407407407407,R,jang jae-hyun,Jang Jae-hyun,0.25940959409594094,jang jae-hyun,['jang jae-hyun'],['jang jae-hyun'],['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
barbarian,0.5535714285714287,0.9722222222222222,R,zach cregger,"Georgina Campbell, Bill Skarsgård, Justin Long",0.2066420664206642,"georgina campbell, bill skarsgård, justin long","['georgina campbell', 'bill skarsgård', 'justin long']","['georgina campbell', 'bill skarsgård', 'justin long']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the watchers,0.5357142857142859,0.9907407407407407,PG-13,ishana shyamalan,"Dakota Fanning, Georgina Campbell, Olwen Fouéré",0.2066420664206642,"dakota fanning, georgina campbell, olwen fouéré","['dakota fanning', 'georgina campbell', 'olwen fouéré']","['dakota fanning', 'georgina campbell', 'olwen fouéré']",['Fantasy'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
the strangers,0.3928571428571429,0.8425925925925926,R,bryan bertino,"Scott Speedman, Liv Tyler, Gemma Ward",0.14760147601476015,"scott speedman, liv tyler, gemma ward","['scott speedman', 'liv tyler', 'gemma ward']","['scott speedman', 'liv tyler', 'gemma ward']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
x,0.4642857142857144,0.9722222222222222,R,ti west,"Mia Goth, Jenna Ortega, Brittany Snow",0.21771217712177124,"mia goth, jenna ortega, brittany snow","['mia goth', 'jenna ortega', 'brittany snow']","['mia goth', 'jenna ortega', 'brittany snow']",['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mobile suit gundam: the origin iv - eve of destiny,0.6607142857142858,0.9166666666666666,TV-14,yoshikazu yasuhiko,"Yoshiyuki Tomino, Hajime Yatate, Katsuyuki Sumizawa",0.14391143911439114,"yoshiyuki tomino, hajime yatate, katsuyuki sumizawa","['yoshiyuki tomino', 'hajime yatate', 'katsuyuki sumizawa']","['yoshiyuki tomino', 'hajime yatate', 'katsuyuki sumizawa']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battleworld,0.3750000000000001,0.9722222222222222,R,joseph collins iii,"Warren Beau, James Coles, J. A Collins III",0.25940959409594094,"warren beau, james coles, j. a collins iii","['warren beau', 'james coles', 'j. a collins iii']","['warren beau', 'james coles', 'j. a collins iii']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the whip hand,0.3750000000000001,0.31481481481481477,Approved,william cameron menzies,"George Bricker, Frank L. Moss, Roy Hamilton",0.13284132841328417,"george bricker, frank l. moss, roy hamilton","['george bricker', 'frank l. moss', 'roy hamilton']","['george bricker', 'frank l. moss', 'roy hamilton']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skeleton on horseback,0.642857142857143,0.18518518518518512,R,hugo haas,"Hugo Haas, Bedrich Karen, Zdenek Stepánek",0.25940959409594094,"hugo haas, bedrich karen, zdenek stepánek","['hugo haas', 'bedrich karen', 'zdenek stepánek']","['hugo haas', 'bedrich karen', 'zdenek stepánek']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
legend of the galactic heroes: die neue these - stellar war,0.6785714285714287,0.9444444444444444,R,shunsuke tada,"Ian Sinclair, Clifford Chapin, Aaron Dismuke",0.25940959409594094,"ian sinclair, clifford chapin, aaron dismuke","['ian sinclair', 'clifford chapin', 'aaron dismuke']","['ian sinclair', 'clifford chapin', 'aaron dismuke']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legend of the galactic heroes: overture to a new war,0.7142857142857144,0.7037037037037037,TV-14,noboru ishiguro,"Ryô Horikawa, Kei Tomiyama, Masashi Hironaka",0.16236162361623618,"ryô horikawa, kei tomiyama, masashi hironaka","['ryô horikawa', 'kei tomiyama', 'masashi hironaka']","['ryô horikawa', 'kei tomiyama', 'masashi hironaka']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit z gundam: a new translation - heirs to the stars,0.5000000000000001,0.8055555555555556,R,kô matsuo,"Yoshiyuki Tomino, Hajime Yatate",0.25940959409594094,"yoshiyuki tomino, hajime yatate","['yoshiyuki tomino', 'hajime yatate']","['yoshiyuki tomino', 'hajime yatate']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last guest,0.3928571428571429,0.9259259259259259,TV-MA,oblivioushd,"Sabrina Abu-Obeid, Newell Alexander, Yeni Ann",0.16236162361623618,"sabrina abu-obeid, newell alexander, yeni ann","['sabrina abu-obeid', 'newell alexander', 'yeni ann']","['sabrina abu-obeid', 'newell alexander', 'yeni ann']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wax, or the discovery of television among the bees",0.5535714285714287,0.6851851851851851,R,david blair,"Father Bessarion, David Blair, William S. Burroughs",0.25940959409594094,"father bessarion, david blair, william s. burroughs","['father bessarion', 'david blair', 'william s. burroughs']","['father bessarion', 'david blair', 'william s. burroughs']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam ii: soldiers of sorrow,0.5714285714285715,0.5925925925925926,R,osamu sekita,"Osamu Sekita, Yoshikazu Yasuhiko, Yoshiyuki Tomino",0.25940959409594094,"osamu sekita, yoshikazu yasuhiko, yoshiyuki tomino","['osamu sekita', 'yoshikazu yasuhiko', 'yoshiyuki tomino']","['osamu sekita', 'yoshikazu yasuhiko', 'yoshiyuki tomino']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam thunderbolt: december sky,0.5892857142857144,0.9166666666666666,R,kô matsuo,"Kô Matsuo, Yoshiyuki Tomino",0.25940959409594094,"kô matsuo, yoshiyuki tomino","['kô matsuo', 'yoshiyuki tomino']","['kô matsuo', 'yoshiyuki tomino']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam thunderbolt: bandit flower,0.4821428571428572,0.9259259259259259,R,kô matsuo,"Kô Matsuo, Yasuo Ohtagaki, Yoshiyuki Tomino",0.25940959409594094,"kô matsuo, yasuo ohtagaki, yoshiyuki tomino","['kô matsuo', 'yasuo ohtagaki', 'yoshiyuki tomino']","['kô matsuo', 'yasuo ohtagaki', 'yoshiyuki tomino']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
future war x,0.41071428571428586,0.6018518518518519,R,tomoharu katsumata,"Kin'ya Kitaôji, Masako Natsume, Yoshio Kaneuchi",0.25940959409594094,"kin'ya kitaôji, masako natsume, yoshio kaneuchi","[""kin'ya kitaôji"", 'masako natsume', 'yoshio kaneuchi']","[""kin'ya kitaôji"", 'masako natsume', 'yoshio kaneuchi']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam iii: encounters in space,0.6607142857142858,0.6018518518518519,R,osamu sekita,"Osamu Sekita, Yoshikazu Yasuhiko, Yoshiyuki Tomino",0.25940959409594094,"osamu sekita, yoshikazu yasuhiko, yoshiyuki tomino","['osamu sekita', 'yoshikazu yasuhiko', 'yoshiyuki tomino']","['osamu sekita', 'yoshikazu yasuhiko', 'yoshiyuki tomino']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the age of stupid,0.5535714285714287,0.8518518518518519,Not Rated,franny armstrong,"Pete Postlethwaite, Jehangir Wadia, Alvin Du, Vernay",0.1697416974169742,"pete postlethwaite, jehangir wadia, alvin du, vernay","['pete postlethwaite', 'jehangir wadia', 'alvin du', 'vernay']","['pete postlethwaite', 'jehangir wadia', 'alvin du', 'vernay']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
virtually heroes,0.42857142857142866,0.8888888888888888,R,g.j. echternkamp,"Robert Baker, Brent Chase, Katie Savoy",0.25940959409594094,"robert baker, brent chase, katie savoy","['robert baker', 'brent chase', 'katie savoy']","['robert baker', 'brent chase', 'katie savoy']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam f,0.4464285714285716,0.6851851851851851,PG-13,yoshiyuki tomino,"Yoshiyuki Tomino, Hajime Yatate, Tsunehisa Itô",0.2730627306273063,"yoshiyuki tomino, hajime yatate, tsunehisa itô","['yoshiyuki tomino', 'hajime yatate', 'tsunehisa itô']","['yoshiyuki tomino', 'hajime yatate', 'tsunehisa itô']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i accuse,0.5535714285714287,0.19444444444444442,R,abel gance,"Victor Francen, Line Noro, Sylvie Gance",0.25940959409594094,"victor francen, line noro, sylvie gance","['victor francen', 'line noro', 'sylvie gance']","['victor francen', 'line noro', 'sylvie gance']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
it happened here,0.5000000000000001,0.4351851851851852,Not Rated,kevin brownlow,"Kevin Brownlow, Andrew Mollo, Dinah Brooke",0.17343173431734318,"kevin brownlow, andrew mollo, dinah brooke","['kevin brownlow', 'andrew mollo', 'dinah brooke']","['kevin brownlow', 'andrew mollo', 'dinah brooke']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
izo,0.3750000000000001,0.8055555555555556,Not Rated,takashi miike,"Kazuya Nakayama, Kaori Momoi, Ryûhei Matsuda",0.3025830258302583,"kazuya nakayama, kaori momoi, ryûhei matsuda","['kazuya nakayama', 'kaori momoi', 'ryûhei matsuda']","['kazuya nakayama', 'kaori momoi', 'ryûhei matsuda']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the age of the earth,0.4642857142857144,0.5833333333333333,R,glauber rocha,"Castro Alves, Glauber Rocha",0.25940959409594094,"castro alves, glauber rocha","['castro alves', 'glauber rocha']","['castro alves', 'glauber rocha']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
saving for the day,0.8750000000000002,0.9814814814814814,R,john d. nilles,"Andy Shirtliff, Lindsey Zachariasen, James Mc, Gahee",0.25940959409594094,"andy shirtliff, lindsey zachariasen, james mc, gahee","['andy shirtliff', 'lindsey zachariasen', 'james mc', 'gahee']","['andy shirtliff', 'lindsey zachariasen', 'james mc', 'gahee']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blindazh,0.5535714285714287,0.9907407407407407,R,mark gorobets,"Veronika Mox, Igor Petrenko, Margarita Abroskina",0.25940959409594094,"veronika mox, igor petrenko, margarita abroskina","['veronika mox', 'igor petrenko', 'margarita abroskina']","['veronika mox', 'igor petrenko', 'margarita abroskina']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam: char's counterattack,0.6071428571428572,0.6574074074074074,R,yoshiyuki tomino,Yoshiyuki Tomino,0.25940959409594094,yoshiyuki tomino,['yoshiyuki tomino'],['yoshiyuki tomino'],['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
labyrinth of cinema,0.5000000000000001,0.9444444444444444,R,nobuhiko ôbayashi,"Tadanobu Asano, Takuro Atsuki, Mickey Curtis",0.25940959409594094,"tadanobu asano, takuro atsuki, mickey curtis","['tadanobu asano', 'takuro atsuki', 'mickey curtis']","['tadanobu asano', 'takuro atsuki', 'mickey curtis']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tomorrow i'll wake up and scald myself with tea,0.5714285714285715,0.5555555555555556,R,jindrich polák,"Petr Kostka, Jirí Sovák, Vladimír Mensík",0.25940959409594094,"petr kostka, jirí sovák, vladimír mensík","['petr kostka', 'jirí sovák', 'vladimír mensík']","['petr kostka', 'jirí sovák', 'vladimír mensík']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appleseed: ex machina,0.5535714285714287,0.8333333333333334,PG-13,shinji aramaki,"Ai Kobayashi, Kôichi Yamadera, Yûji Kishi",0.21771217712177124,"ai kobayashi, kôichi yamadera, yûji kishi","['ai kobayashi', 'kôichi yamadera', 'yûji kishi']","['ai kobayashi', 'kôichi yamadera', 'yûji kishi']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the sky crawlers,0.5000000000000001,0.8425925925925926,PG-13,mamoru oshii,"Rinko Kikuchi, Ryô Kase, Shôsuke Tanihara",0.2804428044280443,"rinko kikuchi, ryô kase, shôsuke tanihara","['rinko kikuchi', 'ryô kase', 'shôsuke tanihara']","['rinko kikuchi', 'ryô kase', 'shôsuke tanihara']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the epidemic,0.41071428571428586,0.9907407407407407,R,nigel hartwell,"Manton Harding, Nigel Hartwell, Dakota House",0.25940959409594094,"manton harding, nigel hartwell, dakota house","['manton harding', 'nigel hartwell', 'dakota house']","['manton harding', 'nigel hartwell', 'dakota house']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobile suit gundam i,0.5535714285714287,0.5925925925925926,TV-PG,ryôji fujiwara,"Ryôji Fujiwara, Yoshiyuki Tomino, Eikichi Kojika",0.33579335793357934,"ryôji fujiwara, yoshiyuki tomino, eikichi kojika","['ryôji fujiwara', 'yoshiyuki tomino', 'eikichi kojika']","['ryôji fujiwara', 'yoshiyuki tomino', 'eikichi kojika']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crusade in jeans,0.3928571428571429,0.8240740740740741,PG,ben sombogaart,"Bill Haney, Jean-Claude Van Rijckeghem, Chris Craps",0.2915129151291513,"bill haney, jean-claude van rijckeghem, chris craps","['bill haney', 'jean-claude van rijckeghem', 'chris craps']","['bill haney', 'jean-claude van rijckeghem', 'chris craps']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the fabulous baron munchausen,0.6785714285714287,0.41666666666666663,Not Rated,karel zeman,"Jirí Brdecka, Gottfried August Bürger, Josef Kainar",0.13653136531365315,"jirí brdecka, gottfried august bürger, josef kainar","['jirí brdecka', 'gottfried august bürger', 'josef kainar']","['jirí brdecka', 'gottfried august bürger', 'josef kainar']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macross: do you remember love?,0.6785714285714287,0.6203703703703703,Not Rated,noboru ishiguro,"Noboru Ishiguro, Shôji Kawamori, Katsuhito Akiyama",0.25092250922509224,"noboru ishiguro, shôji kawamori, katsuhito akiyama","['noboru ishiguro', 'shôji kawamori', 'katsuhito akiyama']","['noboru ishiguro', 'shôji kawamori', 'katsuhito akiyama']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appleseed,0.5357142857142859,0.8055555555555556,R,shinji aramaki,"Ai Kobayashi, Jûrôta Kosugi, Yuki Matsuoka",0.20295202952029523,"ai kobayashi, jûrôta kosugi, yuki matsuoka","['ai kobayashi', 'jûrôta kosugi', 'yuki matsuoka']","['ai kobayashi', 'jûrôta kosugi', 'yuki matsuoka']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
things to come,0.4821428571428572,0.17592592592592593,Not Rated,william cameron menzies,H.G. Wells,0.19926199261992622,h.g. wells,['h.g. wells'],['h.g. wells'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
richard iii,0.6071428571428572,0.7222222222222222,R,richard loncraine,"Ian Mc, Kellen, Richard Loncraine, Richard Eyre",0.23616236162361626,"ian mc, kellen, richard loncraine, richard eyre","['ian mc', 'kellen', 'richard loncraine', 'richard eyre']","['ian mc', 'kellen', 'richard loncraine', 'richard eyre']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
slaughterhouse-five,0.5178571428571429,0.5092592592592593,R,george roy hill,"Michael Sacks, Ron Leibman, Eugene Roche",0.21402214022140223,"michael sacks, ron leibman, eugene roche","['michael sacks', 'ron leibman', 'eugene roche']","['michael sacks', 'ron leibman', 'eugene roche']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tomorrow, when the war began",0.3928571428571429,0.861111111111111,R,stuart beattie,"Caitlin Stasey, Rachel Hurd-Wood, Lincoln Lewis",0.21402214022140223,"caitlin stasey, rachel hurd-wood, lincoln lewis","['caitlin stasey', 'rachel hurd-wood', 'lincoln lewis']","['caitlin stasey', 'rachel hurd-wood', 'lincoln lewis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how i live now,0.4464285714285716,0.8888888888888888,R,kevin macdonald,"Meg Rosoff, Jeremy Brock, Penelope Skinner",0.20295202952029523,"meg rosoff, jeremy brock, penelope skinner","['meg rosoff', 'jeremy brock', 'penelope skinner']","['meg rosoff', 'jeremy brock', 'penelope skinner']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lola,0.4464285714285716,0.9722222222222222,R,andrew legge,"Emma Appleton, Stefanie Martini, Theodora Brabazon Legge",0.25940959409594094,"emma appleton, stefanie martini, theodora brabazon legge","['emma appleton', 'stefanie martini', 'theodora brabazon legge']","['emma appleton', 'stefanie martini', 'theodora brabazon legge']",['Sci-Fi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the huntsman: winter's war,0.3928571428571429,0.9166666666666666,PG-13,cedric nicolas-troyan,"Chris Hemsworth, Jessica Chastain, Charlize Theron",0.25092250922509224,"chris hemsworth, jessica chastain, charlize theron","['chris hemsworth', 'jessica chastain', 'charlize theron']","['chris hemsworth', 'jessica chastain', 'charlize theron']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snow white and the huntsman,0.3928571428571429,0.8796296296296297,PG-13,rupert sanders,"Evan Daugherty, John Lee Hancock, Hossein Amini",0.2988929889298893,"evan daugherty, john lee hancock, hossein amini","['evan daugherty', 'john lee hancock', 'hossein amini']","['evan daugherty', 'john lee hancock', 'hossein amini']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overlord,0.4821428571428572,0.9351851851851851,R,julius avery,"Billy Ray, Mark L. Smith",0.23616236162361626,"billy ray, mark l. smith","['billy ray', 'mark l. smith']","['billy ray', 'mark l. smith']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dogma,0.6071428571428572,0.7592592592592593,R,kevin smith,"Ben Affleck, Matt Damon, Linda Fiorentino",0.30996309963099633,"ben affleck, matt damon, linda fiorentino","['ben affleck', 'matt damon', 'linda fiorentino']","['ben affleck', 'matt damon', 'linda fiorentino']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the shape of water,0.6071428571428572,0.9259259259259259,R,guillermo del toro,"Guillermo del Toro, Vanessa Taylor",0.2841328413284133,"guillermo del toro, vanessa taylor","['guillermo del toro', 'vanessa taylor']","['guillermo del toro', 'vanessa taylor']",['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
groundhog day,0.7321428571428573,0.7037037037037037,PG,harold ramis,"Danny Rubin, Harold Ramis",0.20295202952029523,"danny rubin, harold ramis","['danny rubin', 'harold ramis']","['danny rubin', 'harold ramis']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willow,0.5892857142857144,0.6574074074074074,PG,ron howard,"Val Kilmer, Joanne Whalley, Warwick Davis",0.2952029520295203,"val kilmer, joanne whalley, warwick davis","['val kilmer', 'joanne whalley', 'warwick davis']","['val kilmer', 'joanne whalley', 'warwick davis']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
big fish,0.7321428571428573,0.7962962962962963,PG-13,tim burton,"Ewan Mc, Gregor, Albert Finney, Billy Crudup",0.2915129151291513,"ewan mc, gregor, albert finney, billy crudup","['ewan mc', 'gregor', 'albert finney', 'billy crudup']","['ewan mc', 'gregor', 'albert finney', 'billy crudup']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maleficent,0.5357142857142859,0.8981481481481481,PG,robert stromberg,"Linda Woolverton, Charles Perrault, Milt Banta",0.1881918819188192,"linda woolverton, charles perrault, milt banta","['linda woolverton', 'charles perrault', 'milt banta']","['linda woolverton', 'charles perrault', 'milt banta']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
